idx,question,choice_A,choice_B,choice_C,choice_D,correct_answer,domain,label,task,annotator_id,question_comments,choices_comments
660,A car's wheel rotates $3\pi/4$ radians during a turn. What is the measure of this rotation in degrees?,$135 degrees$,$45 degrees$,$240 degrees$,$270 degrees$,A,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 2,updated answers with word degrees instead of weird symbol,None || None || None || None
701,A circle has a radius of 15 units. What is the distance from the center of the circle to a chord that is 24 units long?,3 units,12 units,19 units,9 units,D,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 2,This problem is fine but it would be improved with a figure,None || None || None || None
715,"In a circle, a central angle of $ \frac{2\pi}{3} $ radians subtends a chord of length 12 units. What is the radius of the circle?

Chord Length Formula: c=2rsin(θ/2)",6,8,$4\sqrt{3}$,12,C,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 2,"This formula is not provided on the SAT. If this problem is to be used, the chord length formula needs to be provided. LaTex needed for formula provided.",None || None || None || None
816,"In a circle with radius 8 units, two tangent segments drawn from an external point P meet the circle at points A and B. If angle APB measures 60 degrees, what is the length of arc AB?",$4\pi/3$,$8\pi/3$,$16\pi/3$,$8\pi$,B,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 2,"This problem NEEDS a figure as well as the necessary formulas (these angle and arc formulas are not provided on the SAT reference sheet). In addition, I think the answer chosen is incorrect but it was hard to picture the figure as described so I may have misinterpreted it which is a problem in and of itself.",None || None || None || None
884,"A circular table is divided into six equal sections for a game. What is the measure, in radians, of the central angle of each section?",$frac{\pi}{6}$,$frac{\pi}{3}$,$\pi$,$2\pi$,B,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 2,Answers updated to look like fractions,None || None || None || None
24,A sector of a circle with radius 6 has an area of 18 square units. What is the measure of the sector's central angle in radians?,$0.5$,$1$,$18$,$\pi/3$,B,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 2,"If this problem is used, the formula for area of a sector of a circle needs to be provided (it is not on the SAT reference sheet). A= 0.5r^2 θ",None || None || None || None
156,"A circular pizza is divided into 8 equal slices. What is the measure, in radians, of the central angle of one slice?",$\pi/8$,$\pi/4$,$\pi/2$,$2\pi$,B,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 2,Answers should look like fractions,None || None || None || None
374,"A student draws a circle with center O and a point P outside the circle. The length of the tangent segment from P to the circle is 12 units, and the distance from P to O is 13 units. What is the radius of the circle?",1,5,12,25,B,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 4,A diagram would be helpful,None || None || None || None
386,An angle $\theta$ in standard position has a tangent of -1 and lies in the fourth quadrant. What is the value of $\sin \theta$?,$1/\sqrt{2}$,$-1/2$,$-1$,$-1/\sqrt{2}$,D,Geometry and Trigonometry,Circles,Solve problems using either radian measure or trigonometric ratios in the unit circle.,Annotator 4,It's generally considered bad form to leave a radical in the denominator. I suggest making D \(-\frac{\sqrt{2}}{2}\) and A \(\frac{\sqrt{2}}{2}\),None || None || None || None
656,"A barn-shaped building consists of a rectangular prism base with a pyramid roof. The prism is 8 meters long, 6 meters wide, and 4 meters tall. The pyramid has a base congruent to the prism's top and a height of 3 meters. What is the total volume of the building, in cubic meters?",21,192,240,336,C,Geometry and Trigonometry,Area and volume,Demonstrate procedural fluency by selecting the correct area formula and correctly calculating a specified value.,Annotator 3,The roof can't be a square pyramid if the dimensions of its sides aren't equal.,None || None || None || None
688,"A cone has a volume of $48\pi$ cubic inches. If the height of the cone is tripled while the volume remains constant, what is the new radius in terms of the original radius r?",$r/3$,$(r\sqrt{3})/3$,$r$,$r\sqrt{3}$,B,Geometry and Trigonometry,Area and volume,"Solve real-world and mathematical problems about the surface area or volume of a geometric figure or an object that can be modeled by a geometric figure using given information such as length, area, surface area, or volume.",Annotator 2,"This does not match the task. This is not a ""real world problem"". Also, are the formulas provided?",None || None || None || None
688,"A cone has a volume of $48\pi$ cubic inches. If the height of the cone is tripled while the volume remains constant, what is the new radius in terms of the original radius r?",$r/3$,$(r\sqrt{3})/3$,$r$,$r\sqrt{3}$,B,Geometry and Trigonometry,Area and volume,"Solve real-world and mathematical problems about the surface area or volume of a geometric figure or an object that can be modeled by a geometric figure using given information such as length, area, surface area, or volume.",Annotator 2,"This doesn't actually ""Solve real-world and mathematical problems about the surface area or volume of a geometric figure or an object that can be modeled by a geometric figure using given information such as length, area, surface area, or volume."" This is most definitely not real world. There are million better ways to do this task that would actually assess students' proficiency ",None || None || None || None
213,"A cone has a volume of $V$. If the radius of the cone is halved and the height is tripled, what is the new volume in terms of $V$?",\(\frac{3}{8}\)V,\(\frac{3}{2}\)V,\(\frac{3}{4}\)V,\(\frac{9}{4}\)V,C,Geometry and Trigonometry,Area and volume,"Solve real-world and mathematical problems about the surface area or volume of a geometric figure or an object that can be modeled by a geometric figure using given information such as length, area, surface area, or volume.",Annotator 2,"Does not match topic. There is no real ""solving"" and it's not real life.",None || None || None || None
322,A right triangle has legs measuring 6 meters and 8 meters. A semicircle is drawn with its diameter along the hypotenuse of the triangle. What is the total area of the triangle and the semicircle?,$24 + 12.5\pi$,$24 +24.5\pi$,$24 +25\pi$,$24 +50\pi$,A,Geometry and Trigonometry,Area and volume,Demonstrate procedural fluency by selecting the correct area formula and correctly calculating a specified value.,Annotator 3,"I'm between a 1 and a 2 on this one. On the one hand, it's a good problem, except that it doesn't say what direction the semi-circle is drawn. The assumption is that it's drawn so there is no overlap between the triangle and the semi-circle, and with that, the language is pretty complex to figure out. A drawing would be really good for this one so students wouldn't have to parse difficult language. On the same hand, this assesses multiple things. 1) This is assessing your vocab of right triangle, hypotenuse, diameter, and semi-circle. 2) It's assessing your ability to extract important information about the prompt, and in what order to read it. 3) It's assessing whether you can transfer complex language onto a diagram you draw yourself. 4) It's assessing whether you know the formula of a triangle and a circle. That's a lot. I've convinced myself this is a 1 since it's assessing too many things without a diagram (with a diagram, I think it would be good).",None || None || None || None
